application_id,age,annual_income,employment_length,loan_amount,loan_purpose,interest_rate,dti_ratio,num_open_accounts,num_past_delinquencies,home_ownership,credit_score,months_since_last_delinq,default
9944,24,32419.0,8.0,14001.0,debt_consolidation,15.53,0.576,7,1,mortgage,620.0,34.0,0
9945,29,57465.0,2.2,14788.0,other,8.99,0.205,9,2,rent,739.0,4.0,0
9946,36,37416.0,0.9,25961.0,car,11.86,0.383,8,0,mortgage,713.0,,0
9947,55,83825.0,5.8,6295.0,debt_consolidation,13.1,0.452,6,0,rent,678.0,,0
9948,64,58728.0,12.2,12561.0,other,6.8,0.172,4,0,mortgage,784.0,,0
9949,66,44855.0,1.9,31433.0,debt_consolidation,15.57,0.585,2,0,mortgage,701.0,,1
9950,50,97728.0,0.2,13219.0,debt_consolidation,8.98,0.207,8,1,rent,713.0,16.0,0
9951,41,67371.0,18.3,27366.0,debt_consolidation,11.37,0.1,6,0,mortgage,,,0
9952,41,38181.0,,21188.0,medical,8.63,0.337,4,2,rent,722.0,15.0,0
9953,23,35464.0,4.7,26276.0,other,7.12,0.379,2,0,mortgage,748.0,,0
9954,44,74816.0,0.5,13992.0,medical,7.34,0.27,8,0,rent,719.0,,0
9955,46,32465.0,2.3,6829.0,debt_consolidation,7.39,0.258,3,0,mortgage,,,0
9956,31,70308.0,2.4,14792.0,other,10.39,0.293,7,0,rent,738.0,,0
9957,59,134348.0,8.8,22110.0,debt_consolidation,15.08,0.331,8,3,rent,610.0,75.0,0
9958,61,100237.0,5.4,32134.0,medical,10.97,0.412,5,0,own,722.0,,0
9959,36,49300.0,2.9,9668.0,debt_consolidation,13.0,0.482,8,1,mortgage,668.0,13.0,0
9960,66,86032.0,0.5,13400.0,debt_consolidation,8.5,0.01,7,0,rent,732.0,,0
9961,26,35114.0,0.0,12990.0,car,11.84,0.357,3,1,rent,665.0,22.0,0
9962,66,80849.0,4.1,44014.0,debt_consolidation,11.97,0.41,9,1,own,607.0,39.0,0
9963,59,63469.0,0.9,15063.0,medical,8.81,0.175,6,0,rent,757.0,,0
9964,32,39983.0,1.7,19515.0,debt_consolidation,8.69,0.115,3,1,mortgage,713.0,27.0,0
9965,53,94495.0,5.8,18394.0,debt_consolidation,7.63,0.312,2,0,mortgage,733.0,,0
9966,36,30000.0,0.6,4303.0,medical,8.54,0.308,7,0,mortgage,710.0,,0
9967,60,43332.0,3.6,19366.0,debt_consolidation,9.78,0.328,3,0,rent,662.0,,0
9968,29,38846.0,0.5,15004.0,medical,10.35,0.427,3,0,mortgage,702.0,,0
9969,33,51142.0,2.1,8655.0,debt_consolidation,9.55,0.322,7,1,rent,738.0,24.0,0
9970,36,117111.0,4.0,59167.0,medical,10.09,0.302,5,0,mortgage,693.0,,0
9971,30,88611.0,2.6,39843.0,debt_consolidation,16.27,0.353,8,0,rent,633.0,,1
9972,37,68807.0,2.4,19639.0,debt_consolidation,12.23,0.354,6,0,mortgage,650.0,,0
9973,51,72525.0,0.2,17900.0,car,10.15,0.301,6,0,mortgage,701.0,,0
9974,52,70636.0,10.4,40635.0,debt_consolidation,7.01,0.263,9,2,mortgage,749.0,34.0,0
9975,48,128987.0,8.9,32082.0,medical,9.35,0.237,5,3,rent,725.0,8.0,0
9976,30,30000.0,2.6,13665.0,debt_consolidation,6.37,0.082,9,1,mortgage,786.0,1.0,0
9977,31,89812.0,6.7,17742.0,debt_consolidation,8.4,0.237,6,0,rent,703.0,,0
9978,66,60496.0,0.8,24129.0,other,8.61,0.263,6,2,rent,684.0,27.0,0
9979,33,80489.0,8.1,10872.0,other,12.34,0.64,5,0,mortgage,672.0,,0
9980,26,77502.0,0.9,75263.0,car,9.13,0.355,3,0,mortgage,748.0,,0
9981,43,94273.0,11.3,26941.0,debt_consolidation,12.21,0.476,3,2,rent,708.0,1.0,0
9982,21,122106.0,3.1,12495.0,car,13.45,0.45,4,0,mortgage,659.0,,0
9983,38,35602.0,0.1,255516.0,other,22.51,1.2,5,0,mortgage,576.0,,1
9984,63,117853.0,7.1,12218.0,debt_consolidation,8.73,0.211,7,1,mortgage,663.0,27.0,0
9985,34,62716.0,5.4,30668.0,medical,10.8,0.402,2,0,mortgage,717.0,,0
9986,56,58879.0,13.8,12275.0,debt_consolidation,10.81,0.396,2,0,rent,,,0
9987,45,171052.0,,12434.0,debt_consolidation,8.22,0.4,5,0,rent,753.0,,0
9988,38,90489.0,2.1,21357.0,car,7.1,0.264,6,0,mortgage,786.0,,0
9989,54,59451.0,1.8,17772.0,debt_consolidation,14.88,0.52,10,0,rent,624.0,,1
9990,50,108143.0,7.3,16944.0,debt_consolidation,10.2,0.29,4,0,mortgage,733.0,,0
9991,36,63924.0,,18947.0,debt_consolidation,7.82,0.199,11,0,own,711.0,,0
9992,32,52529.0,20.3,28776.0,medical,9.47,0.486,7,1,own,766.0,58.0,0
9993,66,57889.0,15.5,34935.0,car,8.99,0.164,11,1,rent,672.0,85.0,0
9994,29,71965.0,1.7,119834.0,other,12.53,0.578,10,0,rent,623.0,,0
9995,68,58231.0,13.2,33234.0,debt_consolidation,11.46,0.56,4,1,rent,704.0,8.0,0
9996,44,73073.0,5.7,14195.0,medical,9.07,0.395,4,0,mortgage,724.0,,0
9997,70,115485.0,11.0,11140.0,car,8.89,0.429,5,1,rent,738.0,32.0,0
9998,38,69346.0,18.2,28204.0,debt_consolidation,10.94,0.164,9,0,rent,675.0,,0
9999,49,170198.0,4.4,14239.0,car,10.4,0.165,8,2,rent,708.0,6.0,0
10000,51,71073.0,3.3,10337.0,debt_consolidation,10.66,0.312,6,0,rent,651.0,,0
10001,37,120419.0,3.1,7671.0,debt_consolidation,7.17,0.298,8,0,rent,757.0,,0
10002,31,98479.0,2.4,14510.0,medical,7.43,0.259,6,0,mortgage,754.0,,0
10003,47,137496.0,7.0,6627.0,debt_consolidation,5.0,0.14,4,0,mortgage,751.0,,0
10004,54,174225.0,,24167.0,debt_consolidation,13.15,0.456,2,2,rent,702.0,9.0,1
10005,34,30000.0,0.7,7924.0,debt_consolidation,8.85,0.281,8,1,own,676.0,15.0,0
10006,59,82844.0,1.4,27515.0,car,11.06,0.595,7,0,rent,721.0,,0
10007,52,67524.0,21.2,36994.0,other,13.47,0.58,10,0,rent,761.0,,1
10008,29,65975.0,0.9,14744.0,debt_consolidation,13.27,0.336,7,0,own,689.0,,0
10009,67,63889.0,1.3,4990.0,other,11.25,0.358,5,0,mortgage,693.0,,0
10010,23,47447.0,7.9,49186.0,debt_consolidation,9.65,0.477,7,0,mortgage,679.0,,0
10011,53,43513.0,4.2,16797.0,debt_consolidation,13.76,0.329,3,0,rent,668.0,,1
10012,42,70438.0,0.2,27184.0,debt_consolidation,14.13,0.411,3,1,own,632.0,6.0,0
10013,53,108656.0,2.6,7657.0,other,5.62,0.036,11,0,mortgage,,,0
10014,59,58878.0,6.6,41746.0,debt_consolidation,8.18,0.413,1,0,mortgage,726.0,,0
10015,55,62182.0,2.6,4413.0,car,10.19,0.291,4,0,own,675.0,,0
10016,53,52130.0,2.0,6625.0,medical,5.95,0.282,13,0,mortgage,769.0,,0
10017,63,47920.0,11.3,37436.0,car,9.03,0.179,5,0,mortgage,661.0,,0
10018,56,65144.0,1.7,8341.0,car,9.19,0.328,6,0,mortgage,733.0,,0
10019,61,86644.0,,28082.0,debt_consolidation,5.57,0.313,4,0,rent,819.0,,0
10020,41,118082.0,5.6,23717.0,medical,7.6,0.116,5,1,rent,730.0,11.0,0
10021,31,37117.0,0.6,25930.0,debt_consolidation,16.33,0.578,5,0,rent,663.0,,1
10022,32,62959.0,5.0,34753.0,debt_consolidation,10.34,0.194,6,0,mortgage,711.0,,0
10023,51,120051.0,12.2,8616.0,debt_consolidation,6.8,0.257,8,1,mortgage,764.0,4.0,0
10024,47,40721.0,18.7,47615.0,car,12.02,0.482,4,0,mortgage,672.0,,0
10025,24,107796.0,5.5,15258.0,debt_consolidation,7.05,0.117,8,1,own,734.0,23.0,0
10026,31,52091.0,,26073.0,debt_consolidation,9.44,0.345,5,0,mortgage,713.0,,0
10027,69,106212.0,0.9,49694.0,car,12.19,0.366,6,1,mortgage,648.0,99.0,0
10028,57,66002.0,4.9,17754.0,debt_consolidation,6.85,0.051,9,0,rent,787.0,,0
10029,58,89942.0,5.5,76502.0,car,7.01,0.194,5,0,mortgage,744.0,,0
10030,30,130178.0,4.6,4910.0,car,13.35,0.482,3,2,rent,636.0,35.0,0
10031,24,57711.0,10.1,50126.0,medical,16.75,0.56,3,0,mortgage,668.0,,1
10032,35,101629.0,14.1,12545.0,debt_consolidation,10.61,0.311,3,0,rent,669.0,,0
10033,63,84824.0,1.7,7972.0,other,11.05,0.252,2,0,own,700.0,,0
10034,46,48342.0,0.5,90792.0,car,11.46,0.494,5,0,rent,738.0,,0
10035,60,69199.0,0.6,7651.0,debt_consolidation,9.67,0.307,5,0,rent,740.0,,0
10036,45,62373.0,5.9,9109.0,car,8.89,0.371,4,0,mortgage,762.0,,0
10037,45,36287.0,2.9,30391.0,car,10.43,0.46,7,2,mortgage,664.0,18.0,0
10038,51,86862.0,12.4,28802.0,debt_consolidation,14.7,0.541,4,0,rent,609.0,,0
10039,68,103209.0,2.9,14370.0,car,10.71,0.668,2,1,rent,649.0,5.0,0
10040,42,97173.0,3.3,7789.0,debt_consolidation,12.0,0.382,7,0,mortgage,675.0,,0
10041,50,133763.0,1.9,13892.0,debt_consolidation,8.16,0.289,4,0,rent,726.0,,0
10042,66,116808.0,7.2,13571.0,car,7.81,0.21,6,1,rent,714.0,26.0,0
10043,39,50574.0,4.0,8204.0,medical,11.21,0.382,7,0,rent,649.0,,0
10044,62,62589.0,,11819.0,debt_consolidation,8.41,0.216,9,1,rent,682.0,6.0,0
10045,47,100953.0,1.9,35281.0,car,9.54,0.414,7,0,own,696.0,,0
10046,64,89760.0,1.4,24434.0,debt_consolidation,8.57,0.103,11,0,rent,792.0,,0
10047,44,67592.0,1.2,26478.0,debt_consolidation,7.51,0.263,8,1,mortgage,714.0,5.0,0
10048,52,47904.0,0.5,12373.0,debt_consolidation,8.13,0.151,5,0,mortgage,721.0,,0
10049,37,51681.0,8.3,9206.0,debt_consolidation,8.15,0.342,3,0,mortgage,754.0,,0
10050,52,92305.0,13.2,44874.0,medical,14.11,0.412,7,2,mortgage,636.0,70.0,0
10051,37,30000.0,5.4,10880.0,medical,9.75,0.497,8,0,rent,692.0,,0
10052,51,30000.0,17.2,7864.0,debt_consolidation,11.39,0.39,7,0,mortgage,751.0,,0
10053,60,100940.0,5.2,20058.0,other,6.59,0.321,7,0,rent,766.0,,0
10054,42,53030.0,3.1,16149.0,medical,9.57,0.232,6,0,mortgage,735.0,,0
10055,42,83242.0,2.2,10883.0,debt_consolidation,11.08,0.417,2,1,mortgage,679.0,37.0,0
10056,37,133408.0,1.5,8516.0,debt_consolidation,6.7,0.127,7,0,rent,814.0,,0
10057,57,46152.0,0.1,8250.0,medical,10.44,0.452,1,0,mortgage,686.0,,0
10058,50,33160.0,4.4,20486.0,debt_consolidation,7.66,0.209,10,1,mortgage,764.0,21.0,0
10059,46,60802.0,0.3,9674.0,debt_consolidation,10.43,0.449,9,0,mortgage,736.0,,0
10060,22,44259.0,4.2,37838.0,car,14.68,0.48,3,1,mortgage,658.0,1.0,1
10061,26,60971.0,,28744.0,debt_consolidation,8.71,0.306,2,0,rent,,,0
10062,21,76276.0,10.5,18474.0,medical,6.68,0.088,5,0,rent,775.0,,0
10063,63,86834.0,4.4,17327.0,other,11.05,0.357,3,0,rent,639.0,,0
10064,63,76539.0,14.4,40845.0,debt_consolidation,11.04,0.285,10,0,mortgage,679.0,,0
10065,24,98126.0,0.3,38546.0,car,8.05,0.156,6,1,mortgage,711.0,10.0,0
10066,23,81940.0,0.5,38218.0,debt_consolidation,11.89,0.359,7,0,rent,655.0,,0
10067,60,68093.0,14.7,31721.0,medical,7.52,0.382,6,0,mortgage,,,0
10068,47,92118.0,16.1,13907.0,medical,8.73,0.347,5,0,mortgage,735.0,,0
10069,36,32554.0,1.3,55306.0,debt_consolidation,10.43,0.519,7,0,own,698.0,,0
10070,51,114028.0,21.8,17618.0,car,10.24,0.371,5,0,rent,691.0,,0
10071,32,64466.0,2.4,17050.0,medical,8.48,0.37,5,1,own,729.0,57.0,0
10072,30,36764.0,0.8,13066.0,car,9.05,0.222,4,1,rent,733.0,22.0,0
10073,39,54999.0,1.0,10952.0,other,11.23,0.364,6,0,mortgage,690.0,,0
10074,65,120713.0,3.8,17908.0,medical,8.7,0.243,10,0,rent,,,0
10075,59,52049.0,0.0,10592.0,car,7.1,0.038,5,0,mortgage,769.0,,0
10076,30,75914.0,4.7,12133.0,other,11.23,0.333,5,1,rent,670.0,4.0,0
10077,49,103854.0,8.5,36925.0,debt_consolidation,10.3,0.401,13,0,mortgage,673.0,,0
10078,65,76518.0,12.9,23840.0,debt_consolidation,8.15,0.161,5,0,rent,716.0,,0
10079,68,52018.0,1.5,23102.0,debt_consolidation,10.73,0.342,8,0,mortgage,,,0
10080,59,71441.0,4.8,6874.0,other,11.21,0.449,7,0,rent,669.0,,0
10081,27,32897.0,2.9,70015.0,car,12.7,0.623,9,1,own,,11.0,0
10082,33,51515.0,5.8,10721.0,other,8.66,0.241,4,1,mortgage,751.0,2.0,0
10083,31,38562.0,15.2,15253.0,medical,13.46,0.418,4,1,mortgage,667.0,1.0,1
10084,28,61086.0,,17370.0,debt_consolidation,11.45,0.243,4,1,rent,655.0,29.0,0
10085,29,35443.0,7.2,20221.0,debt_consolidation,6.66,0.13,4,0,rent,729.0,,0
10086,36,67759.0,16.3,17644.0,debt_consolidation,9.43,0.146,5,1,rent,720.0,26.0,0
10087,48,115836.0,21.6,12527.0,medical,14.32,0.648,4,1,own,654.0,9.0,0
10088,40,114234.0,12.0,10165.0,debt_consolidation,12.03,0.346,2,1,rent,620.0,9.0,0
10089,42,38493.0,3.8,12163.0,debt_consolidation,10.86,0.413,7,0,rent,769.0,,0
10090,33,47562.0,14.8,3408.0,debt_consolidation,13.89,0.639,6,0,rent,623.0,,0
10091,28,91573.0,5.5,42510.0,debt_consolidation,8.76,0.268,4,0,own,716.0,,0
10092,70,106357.0,3.0,73773.0,other,8.39,0.435,4,0,mortgage,706.0,,0
10093,50,53294.0,2.3,49815.0,debt_consolidation,9.46,0.329,10,0,rent,763.0,,0
10094,32,51277.0,0.6,27338.0,medical,5.66,0.219,4,0,mortgage,746.0,,0
10095,61,77044.0,6.0,25908.0,other,5.3,0.455,3,0,rent,715.0,,0
10096,62,32694.0,2.8,20095.0,debt_consolidation,8.84,0.216,7,0,mortgage,724.0,,0
10097,69,97684.0,3.2,19546.0,car,15.93,0.508,11,1,mortgage,669.0,1.0,1
10098,28,101572.0,2.2,13857.0,other,7.97,0.337,5,0,rent,697.0,,0
10099,52,59604.0,5.7,11721.0,debt_consolidation,9.27,0.116,7,0,mortgage,670.0,,0
10100,70,40908.0,,4501.0,debt_consolidation,10.24,0.322,3,0,own,674.0,,0
10101,61,140195.0,19.4,16732.0,debt_consolidation,7.25,0.218,4,0,mortgage,742.0,,0
10102,32,70450.0,4.3,15037.0,debt_consolidation,10.47,0.413,8,0,rent,731.0,,0
10103,65,104121.0,1.1,17967.0,medical,7.4,0.33,6,0,mortgage,816.0,,0
10104,42,37204.0,2.1,22836.0,debt_consolidation,13.03,0.41,2,0,mortgage,672.0,,0
10105,45,37861.0,4.5,19093.0,debt_consolidation,9.84,0.336,7,1,own,756.0,5.0,0
10106,48,83826.0,6.1,18673.0,debt_consolidation,11.81,0.401,9,0,rent,670.0,,0
10107,59,116750.0,14.4,11432.0,other,7.66,0.191,5,1,rent,738.0,10.0,0
10108,27,37317.0,1.2,17188.0,debt_consolidation,9.34,0.414,5,1,mortgage,692.0,40.0,0
10109,47,66115.0,3.0,20021.0,debt_consolidation,8.99,0.269,5,0,own,700.0,,0
10110,61,36347.0,0.8,11441.0,other,5.15,0.2,1,0,own,820.0,,0
10111,48,50739.0,,13783.0,other,10.08,0.478,6,0,rent,668.0,,0
10112,34,57495.0,8.6,5398.0,debt_consolidation,7.19,0.218,6,0,rent,717.0,,0
10113,23,75500.0,1.8,56215.0,car,11.8,0.558,5,0,rent,709.0,,0
10114,48,30000.0,0.3,7735.0,debt_consolidation,12.37,0.421,3,1,mortgage,654.0,10.0,0
10115,56,131242.0,2.2,25932.0,debt_consolidation,10.0,0.297,4,0,mortgage,776.0,,0
10116,48,64434.0,1.5,24434.0,car,10.79,0.226,8,0,own,653.0,,0
10117,69,138077.0,6.2,10143.0,car,5.96,0.166,7,0,mortgage,774.0,,0
10118,51,96754.0,4.2,29215.0,debt_consolidation,8.53,0.227,14,0,rent,728.0,,0
10119,46,101043.0,6.0,22297.0,debt_consolidation,10.25,0.327,6,0,own,730.0,,0
10120,23,150401.0,0.3,8075.0,medical,7.91,0.327,6,0,mortgage,742.0,,0
10121,48,48943.0,7.7,13010.0,debt_consolidation,14.25,0.305,9,1,mortgage,659.0,53.0,0
10122,29,66692.0,1.5,12600.0,debt_consolidation,8.09,0.1,1,0,rent,726.0,,0
10123,57,46618.0,7.0,22716.0,debt_consolidation,11.39,0.384,5,1,rent,653.0,48.0,0
10124,29,59927.0,6.7,24258.0,other,9.5,0.524,5,0,mortgage,682.0,,0
10125,66,105141.0,4.8,11660.0,debt_consolidation,12.86,0.4,4,0,own,661.0,,0
10126,36,108389.0,1.0,22696.0,medical,9.27,0.513,7,0,mortgage,728.0,,0
10127,42,56764.0,3.2,14231.0,other,7.73,0.296,6,0,own,747.0,,0
10128,28,36279.0,5.8,19237.0,medical,7.06,0.424,10,0,rent,771.0,,0
10129,31,65595.0,0.6,22812.0,debt_consolidation,10.26,0.397,5,0,mortgage,708.0,,0
10130,67,52065.0,18.5,25549.0,debt_consolidation,9.49,0.43,4,1,rent,694.0,1.0,0
10131,35,50042.0,11.2,12369.0,car,8.27,0.431,4,0,mortgage,695.0,,0
10132,46,93157.0,1.3,6752.0,debt_consolidation,10.87,0.285,6,0,mortgage,688.0,,0
10133,70,96401.0,4.2,14883.0,debt_consolidation,9.3,0.419,7,0,mortgage,718.0,,0
10134,52,103360.0,2.0,17314.0,medical,14.07,0.241,7,1,mortgage,702.0,3.0,1
10135,23,52061.0,1.3,4931.0,debt_consolidation,11.21,0.463,4,1,mortgage,685.0,119.0,0
10136,38,103898.0,2.2,13538.0,debt_consolidation,12.06,0.469,4,0,rent,684.0,,0
10137,40,67132.0,2.1,10892.0,car,9.87,0.272,7,1,own,668.0,4.0,0
10138,34,56797.0,11.2,10774.0,medical,9.64,0.335,7,0,rent,,,0
10139,33,39146.0,16.4,9466.0,debt_consolidation,7.99,0.143,13,0,mortgage,685.0,,0
10140,46,30000.0,3.5,22827.0,car,11.16,0.518,7,0,mortgage,717.0,,0
10141,39,32820.0,5.9,7569.0,debt_consolidation,6.98,0.01,6,2,mortgage,709.0,7.0,0
10142,35,71512.0,2.8,22835.0,debt_consolidation,7.91,0.211,4,1,rent,,6.0,0
10143,41,44576.0,1.0,29547.0,debt_consolidation,9.57,0.227,1,2,own,650.0,28.0,0
10144,38,31469.0,7.0,35918.0,car,16.88,0.642,4,0,rent,666.0,,1
10145,32,52849.0,7.0,18573.0,debt_consolidation,5.13,0.268,3,1,mortgage,779.0,1.0,0
10146,43,76871.0,6.6,34906.0,other,9.24,0.391,7,0,mortgage,686.0,,0
10147,68,92522.0,5.2,13396.0,medical,13.54,0.489,7,1,own,681.0,23.0,0
10148,46,67967.0,0.5,15964.0,debt_consolidation,8.15,0.432,2,1,mortgage,750.0,22.0,0
10149,50,68393.0,1.4,27201.0,medical,10.59,0.415,3,1,mortgage,705.0,2.0,0
10150,70,60807.0,7.1,17304.0,medical,8.74,0.154,7,0,rent,694.0,,0
10151,51,93974.0,0.5,10708.0,car,10.46,0.296,7,1,rent,694.0,8.0,0
10152,32,58944.0,6.5,8364.0,other,10.4,0.485,4,0,rent,,,0
10153,40,64448.0,4.6,25895.0,other,10.91,0.408,5,1,rent,720.0,19.0,0
10154,45,109268.0,2.4,17803.0,medical,8.94,0.229,9,0,mortgage,696.0,,0
10155,44,97307.0,4.3,16429.0,debt_consolidation,8.63,0.29,6,0,rent,758.0,,0
10156,28,57409.0,8.9,22505.0,medical,7.99,0.219,4,2,mortgage,,32.0,0
10157,26,53230.0,8.6,8808.0,car,11.34,0.41,8,0,rent,653.0,,0
10158,38,56752.0,0.6,20749.0,medical,9.32,0.335,7,0,mortgage,699.0,,0
10159,66,30621.0,3.8,15590.0,car,8.85,0.179,9,0,mortgage,726.0,,0
10160,56,118684.0,9.6,8578.0,medical,10.37,0.268,8,0,mortgage,708.0,,0
10161,63,55082.0,0.0,12150.0,debt_consolidation,7.75,0.326,7,0,rent,735.0,,0
10162,29,92177.0,,35807.0,car,10.67,0.339,4,1,rent,678.0,25.0,0
10163,41,68326.0,3.0,11517.0,car,14.07,0.369,8,0,rent,720.0,,1
10164,50,131487.0,3.1,18934.0,debt_consolidation,7.91,0.14,7,0,mortgage,760.0,,0
10165,42,85557.0,0.9,26708.0,debt_consolidation,9.13,0.255,8,0,own,718.0,,0
10166,41,101092.0,0.0,12021.0,other,11.35,0.422,10,0,mortgage,685.0,,0
10167,38,50549.0,11.7,57937.0,debt_consolidation,14.75,0.631,2,0,mortgage,665.0,,1
10168,23,33979.0,0.0,28250.0,medical,11.16,0.21,7,1,mortgage,670.0,1.0,1
10169,63,80108.0,5.6,12360.0,car,11.33,0.346,4,2,own,659.0,27.0,0
10170,67,32241.0,5.4,17419.0,debt_consolidation,10.84,0.473,1,0,mortgage,707.0,,0
10171,25,49669.0,11.2,2000.0,debt_consolidation,8.95,0.302,4,0,rent,,,0
10172,41,39265.0,9.6,20549.0,car,13.72,0.434,9,1,own,665.0,41.0,0
10173,46,47189.0,1.7,73294.0,car,19.48,0.735,3,2,rent,604.0,1.0,1
10174,60,96599.0,0.0,17718.0,car,8.07,0.191,4,0,own,736.0,,0
10175,70,98344.0,13.4,12030.0,medical,8.35,0.231,6,1,rent,701.0,34.0,0
10176,41,62345.0,4.1,20888.0,car,11.05,0.349,4,0,mortgage,682.0,,0
10177,58,84499.0,3.6,5755.0,other,10.52,0.277,4,0,rent,,,0
10178,67,59899.0,14.2,34878.0,debt_consolidation,8.99,0.339,7,0,own,749.0,,0
10179,62,222334.0,0.5,14616.0,car,8.14,0.336,4,1,rent,728.0,53.0,0
10180,35,74313.0,23.0,10142.0,debt_consolidation,9.12,0.341,6,0,rent,,,0
10181,61,56924.0,12.3,10977.0,medical,5.76,0.065,5,0,mortgage,782.0,,0
10182,41,99433.0,21.4,20570.0,debt_consolidation,14.82,0.488,5,0,rent,682.0,,1
10183,21,104619.0,14.2,27526.0,medical,9.34,0.376,4,0,mortgage,667.0,,0
10184,58,51642.0,11.1,15817.0,debt_consolidation,12.83,0.412,8,0,mortgage,701.0,,0
10185,62,39403.0,6.2,24733.0,debt_consolidation,11.58,0.516,2,0,rent,722.0,,0
10186,38,38098.0,,21519.0,car,12.43,0.503,7,0,own,683.0,,0
10187,43,50137.0,3.1,7808.0,car,9.89,0.46,3,0,mortgage,731.0,,0
10188,39,64740.0,1.6,26014.0,debt_consolidation,11.06,0.527,2,0,rent,715.0,,0
10189,26,30000.0,3.0,20733.0,car,9.76,0.38,7,0,mortgage,739.0,,0
10190,70,64185.0,2.0,14617.0,car,10.63,0.302,7,1,rent,667.0,37.0,0
10191,22,54853.0,11.8,32839.0,debt_consolidation,10.67,0.311,7,1,mortgage,733.0,41.0,0
10192,48,80526.0,2.6,15757.0,car,11.81,0.479,6,1,mortgage,627.0,24.0,0
10193,21,78850.0,2.7,24113.0,debt_consolidation,9.88,0.497,2,0,mortgage,660.0,,0
10194,55,86366.0,2.3,7291.0,debt_consolidation,18.13,0.349,6,1,rent,579.0,21.0,1
10195,66,170330.0,6.0,36275.0,debt_consolidation,14.34,0.386,4,3,mortgage,631.0,10.0,0
10196,53,116773.0,0.1,40701.0,medical,13.44,0.373,5,2,mortgage,,12.0,0
10197,51,78073.0,10.8,7816.0,other,11.6,0.38,4,1,rent,708.0,27.0,0
10198,62,48205.0,1.3,8173.0,other,9.95,0.358,5,2,mortgage,695.0,8.0,0
10199,69,56904.0,2.2,18245.0,car,7.71,0.418,5,0,mortgage,755.0,,0
10200,64,39602.0,8.0,44497.0,debt_consolidation,14.54,0.418,9,0,rent,697.0,,1
10201,32,68386.0,2.0,31350.0,debt_consolidation,12.81,0.38,2,0,rent,651.0,,0
10202,49,81179.0,6.1,16546.0,debt_consolidation,11.01,0.221,1,0,rent,668.0,,0
10203,61,110960.0,,17134.0,medical,11.09,0.397,2,1,rent,726.0,19.0,0
10204,35,73200.0,4.2,9925.0,debt_consolidation,13.92,0.501,5,0,mortgage,727.0,,0
10205,54,115260.0,0.5,24418.0,other,11.97,0.519,5,0,mortgage,673.0,,0
10206,22,97685.0,3.8,9023.0,debt_consolidation,14.73,0.397,7,0,rent,553.0,,0
10207,64,47424.0,1.2,38117.0,debt_consolidation,11.95,0.471,6,0,rent,697.0,,1
10208,51,55960.0,2.3,20988.0,other,5.89,0.262,6,0,rent,786.0,,0
10209,58,72804.0,5.1,6940.0,debt_consolidation,8.62,0.223,5,0,mortgage,725.0,,0
10210,62,54296.0,2.7,20016.0,car,9.47,0.231,5,0,mortgage,705.0,,0
10211,31,56884.0,2.6,16220.0,car,6.27,0.14,10,0,own,728.0,,0
10212,43,77618.0,2.8,7122.0,debt_consolidation,9.76,0.21,10,0,rent,672.0,,0
10213,63,70924.0,2.6,12513.0,debt_consolidation,11.88,0.448,7,0,mortgage,677.0,,0
10214,29,62757.0,9.1,26664.0,debt_consolidation,9.03,0.349,8,1,own,683.0,42.0,0
10215,62,48813.0,6.8,21425.0,medical,6.47,0.35,1,1,rent,763.0,13.0,0
10216,35,81516.0,2.7,16814.0,car,6.42,0.213,7,0,mortgage,784.0,,0
10217,49,84988.0,7.9,14887.0,debt_consolidation,7.7,0.358,3,0,mortgage,726.0,,0
10218,46,48856.0,2.0,8401.0,other,14.65,0.279,7,1,mortgage,634.0,1.0,1
10219,55,40283.0,5.5,14199.0,other,12.95,0.457,6,0,mortgage,657.0,,0
10220,62,129774.0,3.1,20970.0,other,6.93,0.188,12,0,own,,,0
10221,38,144901.0,6.6,13118.0,debt_consolidation,9.07,0.304,7,0,mortgage,,,0
10222,29,69738.0,6.3,27311.0,debt_consolidation,10.95,0.581,6,1,rent,728.0,3.0,0
10223,42,57292.0,2.2,8785.0,debt_consolidation,6.49,0.117,11,0,rent,768.0,,0
10224,51,113135.0,5.4,17394.0,car,10.15,0.348,3,0,rent,711.0,,0
10225,58,90413.0,14.1,18768.0,car,13.16,0.378,8,0,mortgage,,,0
10226,58,66547.0,3.6,29243.0,other,11.15,0.337,7,0,mortgage,667.0,,0
10227,37,101448.0,2.3,23456.0,car,11.27,0.366,8,0,own,762.0,,1
10228,67,53071.0,13.5,10152.0,debt_consolidation,8.36,0.358,10,1,rent,709.0,7.0,0
10229,25,44930.0,10.8,29250.0,medical,11.67,0.387,9,0,rent,707.0,,0
10230,26,72634.0,8.6,12568.0,debt_consolidation,7.83,0.213,12,0,mortgage,739.0,,0
10231,22,63411.0,0.7,11157.0,car,10.55,0.258,4,0,mortgage,739.0,,0
10232,67,101774.0,2.0,13693.0,debt_consolidation,6.75,0.239,9,0,rent,765.0,,0
10233,30,107968.0,0.1,16825.0,debt_consolidation,8.81,0.362,5,0,mortgage,790.0,,0
10234,51,35134.0,0.4,34295.0,medical,7.29,0.263,6,0,rent,753.0,,0
10235,61,75557.0,2.9,21733.0,debt_consolidation,9.46,0.17,6,2,rent,713.0,17.0,0
10236,59,172970.0,1.9,32470.0,debt_consolidation,9.89,0.348,5,1,rent,713.0,14.0,0
